gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,annotation
1104|00002,54.7631,2.178,0.2308,9.4358,3.88e-21,1.924e-20,phosphotyrosyl phosphate activator protein
1104|00003,78.8102,-0.7615,0.1541,-4.9424,7.718e-07,1.824e-06,rna polymerase ii transcription factor siii subunit a
1104|00004,31.3633,4.4427,0.5045,8.8059,1.298e-18,5.863e-18,hypothetical protein CGGC5_4041
1104|00005,157.7592,0.8407,0.1729,4.862,1.162e-06,2.711e-06,gcn5-related n-acetyltransferase
1104|00006,284.8139,1.3329,0.1917,6.9541,3.549e-12,1.186e-11,cbf mak21 family protein
1104|00007,203.8652,0.1762,0.1177,1.4968,0.1344,0.1705,ubiquitin family protein
1104|00008,39.2415,-0.9897,0.2616,-3.7834,0.0001547,0.0003004,dynamin central region
1104|00009,92.6588,0.9148,0.1894,4.8309,1.359e-06,3.16e-06,hypothetical protein CGGC5_5673
1104|00010,66.0702,1.7985,0.2378,7.5642,3.902e-14,1.444e-13,homeobox domain-containing protein
1104|00011,351.9108,0.2629,0.1676,1.5686,0.1167,0.1503,26s proteasome non-atpase regulatory subunit 9
1104|00012,1174.2504,-0.1415,0.1317,-1.0739,0.2829,0.3334,adenylylsulfate kinase
1104|00013,72.3282,2.1954,0.2336,9.3981,5.554e-21,2.739e-20,gtp-binding nuclear protein gsp1 ran
1104|00014,178.4269,0.3988,0.1227,3.2494,0.001156,0.002029,thioesterase superfamily protein
1104|00015,68.1897,1.0353,0.3189,3.2463,0.001169,0.00205,atp-nad kinase
1104|00016,86.9205,0.4064,0.163,2.4938,0.01264,0.01935,hypothetical protein CGGC5_5679
1104|00017,224.5573,-3.3764,0.2434,-13.8697,9.675e-44,9.31e-43,dna mismatch repair protein
1104|00018,125.2434,0.7486,0.1711,4.3748,1.216e-05,2.618e-05,lim domain-containing protein
1104|00019,60.842,2.6124,0.2935,8.9017,5.499e-19,2.52e-18,trehalase
1104|00020,107.6354,2.1986,0.2228,9.8657,5.861e-23,3.113e-22,transcription initiation factor iif
1104|00021,106.8558,0.6514,0.1491,4.3689,1.249e-05,2.687e-05,upf0655 protein ycr015c
1104|00022,285.8378,0.5443,0.1629,3.3403,0.0008369,0.001492,prolyl-trna synthetase
1104|00023,612.5797,1.9599,0.1944,10.0824,6.611e-24,3.63e-23,nuclear pore complex protein nup107
1104|00024,98.5724,0.9301,0.267,3.4831,0.0004956,0.0009078,spfh domain band 7 family protein
1104|00025,13.0459,1.3637,0.372,3.6654,0.0002469,0.0004689,2-oxoacid dehydrogenase acyltransferase
1104|00026,44.6319,2.2519,0.2757,8.1692,3.106e-16,1.269e-15,beta-eliminating lyase
1104|00027,234.7501,1.3717,0.216,6.3513,2.135e-10,6.397e-10,pwi domain-containing protein
1104|00028,228.1257,3.4833,0.2284,15.2531,1.57e-52,1.83e-51,exosome complex subunit rrp46
1104|00029,68.5114,4.0446,0.3329,12.1485,5.84e-34,4.358e-33,killer toxin subunits alpha beta
1104|00030,203.5272,-3.3958,0.1301,-26.0931,4.363e-150,2.213e-148,v-atpase subunit c
1104|00031,170.7358,1.5739,0.2224,7.0779,1.463e-12,5.004e-12,byr1-binding protein bob1
1104|00032,414.6126,-3.7871,0.153,-24.7583,2.524e-135,1.047e-133,hypothetical protein CGGC5_4040
1104|00033,52.4039,-0.1484,0.2063,-0.719,0.4721,0.5282,cytochrome c oxidase assembly protein cox19
1104|00034,65.9644,-0.0785,0.1613,-0.4869,0.6263,0.6761,basic proline-rich protein
1104|00036,118.2871,2.499,0.2483,10.0664,7.78e-24,4.263e-23,f-box domain-containing protein
1104|00037,4.4545,-1.7869,0.5833,-3.0632,0.00219,0.003723,f-box domain containing protein
1104|00038,5.2458,6.7988,2.014,3.3758,0.000736,0.00132,hypothetical protein CGLO_00655
1104|00039,16.2615,4.6254,0.6379,7.2514,4.124e-13,1.453e-12,amidase
1104|00040,85.3216,6.3278,0.5676,11.1482,7.307e-29,4.706e-28,thyroid receptor-interacting protein 13
1104|00041,53.2965,1.78,0.2935,6.0652,1.318e-09,3.778e-09,upf0187 domain membrane protein
1104|00042,144.6455,-0.2896,2.7521,-0.1052,0.9162,0.9352,hypothetical protein CGLO_09514
1104|00043,43.228,9.7884,1.9859,4.929,8.267e-07,1.949e-06,hypothetical protein CH063_08742
1104|00044,71.4966,2.356,0.3851,6.1176,9.501e-10,2.748e-09,acyltransferase
1104|00045,15.8197,5.7808,1.0737,5.3839,7.287e-08,1.851e-07,hypothetical protein CGLO_17677
1104|00046,4.338,6.3174,1.9877,3.1783,0.001481,0.002571,hydantoinase protein
1104|00047,5.1056,2.8492,2.1716,1.312,0.1895,0.2325,dihydrodipicolinate synthase
1104|00048,37.9522,5.8808,0.6828,8.6125,7.149e-18,3.152e-17,d-isomer specific 2-hydroxyacid dehydrogenase
1104|00050,1.2941,1.8744,1.8287,1.025,0.3054,0.3572,hypothetical protein CGGC5_6118
1104|00051,2.6343,5.0221,2.1736,2.3105,0.02086,0.03083,c6 transcription factor
1104|00052,7.0037,7.2806,2.0038,3.6334,0.0002797,0.0005281,catalase related subgroup
1104|00053,5.967,1.3492,0.6137,2.1984,0.02792,0.04047,glycosyl hydrolase family 92
1104|00054,4.876,5.8192,2.0329,2.8625,0.004203,0.006892,nad dependent epimerase dehydratase
1104|00055,8.1026,-8.2839,1.9807,-4.1823,2.885e-05,6e-05,short chain oxidoreductase
1104|00056,2.1594,6.0202,2.0657,2.9143,0.003565,0.005897,sulfate permease
1104|00057,14.7208,-3.5212,0.8295,-4.245,2.186e-05,4.599e-05,endoribonuclease l-psp
1104|00058,97.1845,-0.5456,0.3486,-1.5649,0.1176,0.1512,hypothetical protein CGGC5_10962
1104|00059,0.8243,4.7029,2.871,1.6381,0.1014,0.1324,c6 transcription factor
1104|00060,3.0646,0.782,1.0359,0.7549,0.4503,0.5063,mfs quinate transporter
1104|00061,2.5987,5.3608,1.5551,3.4473,0.0005663,0.00103,family 5 carbohydrate esterase
1104|00062,5.2539,7.3585,2.0166,3.649,0.0002633,0.0004983,sugar porter family mfs transporter
1104|00063,411.8411,-5.566,0.2105,-26.4403,4.718e-154,2.52e-152,calcium-translocating p-type atpase
1104|00064,9.8545,-1.9509,0.4515,-4.3212,1.552e-05,3.309e-05,duf221 domain-containing protein
1104|00065,1.0581,2.8742,2.3357,1.2306,0.2185,0.2642,aminotransferase class-iii
1104|00066,86.8852,2.6326,0.3563,7.3881,1.489e-13,5.369e-13,major facilitator superfamily transporter
1104|00067,54.7028,2.5033,0.5248,4.7696,1.846e-06,4.249e-06,hypothetical protein CGLO_16673
1104|00068,6.5614,-0.1099,0.5285,-0.208,0.8352,0.8667,lignostilbene dioxygenase family protein
1104|00070,2.3605,1.0689,0.848,1.2606,0.2075,0.2521,hypothetical protein CGGC5_6100
1104|00071,41.357,0.242,0.2365,1.0229,0.3063,0.3581,major facilitator superfamily transporter
1104|00072,57.175,-6.3632,0.5085,-12.5125,6.377e-36,5.028e-35,aldehyde dehydrogenase
1104|00075,3.1,6.1851,2.1254,2.9101,0.003614,0.005975,aryl-alcohol dehydrogenase
1104|00076,4.0286,-0.1578,0.5242,-0.3011,0.7633,0.8056,c6 zinc finger domain-containing protein
1104|00077,9.923,0.7087,0.4759,1.4893,0.1364,0.1728,hypothetical protein CGGC5_6097
1104|00078,13.2627,4.0595,0.7982,5.086,3.656e-07,8.847e-07,hypothetical protein CGGC5_6096
1104|00079,8.1209,2.0518,0.5651,3.6311,0.0002822,0.0005326,c6 transcription factor
1104|00081,18.1244,-9.4281,1.9841,-4.7518,2.016e-06,4.63e-06,major facilitator superfamily protein
1104|00083,1.3959,5.3026,2.2352,2.3723,0.01768,0.02641,paxu protein
1104|00086,0.5365,3.8939,2.761,1.4103,0.1584,0.1979,aaa family
1104|00087,12.8572,-3.4411,0.6699,-5.137,2.792e-07,6.807e-07,hpp family protein
1104|00088,9.2559,5.9618,2.1988,2.7114,0.0067,0.01069,hypothetical protein CGGC5_6135
1104|00090,213.2861,4.0061,0.2368,16.9177,3.333e-64,4.805e-63,glycosyltransferase family 20
1104|00091,121.2136,2.1543,2.1175,1.0174,0.309,0.3608,mosc domain-containing protein
1104|00092,8.1631,4.1401,2.0724,1.9977,0.04575,0.06403,major facilitator superfamily transporter
1104|00093,129.0428,-1.1535,0.1766,-6.5325,6.466e-11,1.998e-10,hypothetical protein CGGC5_6149
1104|00094,2.7502,0.0749,0.7732,0.0969,0.9228,0.9374,amidase family protein
1104|00095,95.737,3.5671,0.5191,6.8717,6.344e-12,2.088e-11,myo-inositol 2-dehydrogenase
1104|00097,11.9404,-5.1619,0.6721,-7.6798,1.594e-14,6.007e-14,hypothetical protein CGLO_12099
1104|00098,7.9533,-3.1714,0.6608,-4.7995,1.591e-06,3.68e-06,oligopeptide transporter 8
1104|00099,2.9748,1.16,1.0358,1.1199,0.2627,0.3118,pectate lyase 2
1104|00100,0.546,-0.4618,1.9701,-0.2344,0.8147,0.8491,cytochrome p450 oxidoreductase
1104|00101,42.4287,0.0776,0.2102,0.3692,0.712,0.7579,ercc4 domain-containing protein
1104|00102,9.2313,4.3934,1.0192,4.3106,1.628e-05,3.464e-05,starch binding domain-containing protein
1104|00103,16.1785,3.0345,0.572,5.3053,1.125e-07,2.824e-07,mgmt family protein
1104|00104,153.5449,-0.5701,0.2566,-2.2216,0.02631,0.03832,hypothetical protein CGGC5_6131
1104|00105,0.7296,-1.9053,1.5839,-1.2029,0.229,0.2753,hypothetical protein CGGC5_6129
1104|00106,12.8252,-5.8514,0.8819,-6.6351,3.242e-11,1.021e-10,aristolochene synthase
1104|00107,68.5457,0.5025,0.1944,2.5842,0.009759,0.01521,---NA---
1104|00108,110.8058,-1.4989,0.1722,-8.706,3.147e-18,1.401e-17,hypothetical protein CGGC5_6142
1104|00109,138.2034,-0.5103,0.1952,-2.6141,0.008946,0.01402,fad binding domain-containing protein
1104|00110,85.8916,-0.121,0.1615,-0.7495,0.4536,0.5097,hypothetical protein CGGC5_6141
1104|00111,216.0976,-1.0674,0.1158,-9.2172,3.049e-20,1.464e-19,hypothetical protein CGLO_16481
1104|00112,151.4115,2.4563,0.2122,11.5776,5.349e-31,3.672e-30,integral membrane protein
1104|00113,181.9904,3.282,0.2719,12.0722,1.482e-33,1.093e-32,hypothetical protein CGGC5_6144
1104|00114,68.6323,2.4096,0.2247,10.7234,7.903e-27,4.773e-26,aryl-alcohol dehydrogenase
1104|00115,434.963,2.5979,0.3907,6.6501,2.929e-11,9.253e-11,phosphoglycerate mutase
1104|00116,94.1433,-0.2561,0.1465,-1.7481,0.08045,0.1072,mip family channel protein
1104|00117,197.4089,0.4879,0.1566,3.1158,0.001834,0.003146,hypothetical protein CGLO_06453
1104|00118,187.2872,0.6632,0.2551,2.6001,0.00932,0.01457,thioesterase family protein
1104|00119,80.3678,1.051,0.1783,5.8957,3.73e-09,1.035e-08,retinol dehydrogenase 12
1104|00120,43.9127,-0.6188,0.1911,-3.2382,0.001203,0.002107,pa domain-containing protein
1104|00121,284.8208,-3.2252,0.1629,-19.7995,3.004e-87,6.322e-86,rta1 domain protein
1104|00122,33.3324,0.3162,0.2239,1.4121,0.1579,0.1974,retinol dehydrogenase 12
1104|00123,302.2051,-1.112,0.1233,-9.0211,1.862e-19,8.66e-19,sirq protein
1104|00124,147.7527,0.2717,0.181,1.501,0.1334,0.1693,arylsulfatase
1104|00125,274.7028,0.1002,0.12,0.8351,0.4037,0.4587,gnat family
1104|00126,352.6423,-0.5487,0.1017,-5.3934,6.915e-08,1.758e-07,cytochrome p450
1104|00127,148.9559,2.3802,0.2384,9.9822,1.824e-23,9.84e-23,nacht and wd domain protein
1104|00128,2390.6422,2.4459,0.1345,18.1884,6.379e-74,1.063e-72,glutathione-dependent formaldehyde- gfa
1104|00129,952.8158,-1.7096,0.0825,-20.7162,2.474e-95,5.941e-94,kinesin motor domain-containing protein
1104|00130,57.328,2.5704,0.2791,9.2111,3.229e-20,1.55e-19,carboxylesterase family protein
1104|00131,202.5496,0.9376,0.1974,4.7493,2.041e-06,4.685e-06,hypothetical protein CGLO_05898
1104|00132,555.9771,0.5092,0.1277,3.9865,6.705e-05,0.0001354,rheb small monomeric gtpase
1104|00133,151.3789,1.6079,0.131,12.2696,1.318e-34,9.982e-34,glucosamine 6-phosphate synthetase
1104|00134,74.9837,0.997,0.2151,4.6343,3.581e-06,8.074e-06,hypothetical protein CGGC5_11526
1104|00135,44.6042,4.2756,0.428,9.9889,1.705e-23,9.205e-23,arca-like protein
1104|00136,3.977,-1.8713,1.0833,-1.7274,0.08409,0.1116,ubiquitin-conjugating enzyme
1104|00137,17.3763,-2.172,0.3754,-5.7864,7.19e-09,1.953e-08,p-type atpase
1104|00138,113.9258,2.2329,0.2063,10.8262,2.588e-27,1.593e-26,methyltransferase domain-containing protein
1104|00139,83.875,-1.0439,0.1738,-6.0076,1.883e-09,5.34e-09,alpha beta fold family
1104|00140,36.3765,0.624,0.2521,2.4747,0.01333,0.02033,peptidase family c78
1104|00141,30.2848,0.8341,0.248,3.3637,0.0007692,0.001378,cyanate hydratase
1104|00142,166.4247,-2.5083,0.1593,-15.7485,7.035e-56,8.7e-55,cation diffusion facilitator
1104|00143,89.7436,-3.8498,0.3803,-10.1242,4.316e-24,2.382e-23,vacuolar sorting protein vps1
1104|00144,8.1901,-3.4775,0.7834,-4.439,9.039e-06,1.965e-05,rrna processing protein
1104|00145,63.4318,-2.8707,0.2543,-11.2908,1.457e-29,9.565e-29,rheb small monomeric gtpase
1104|00146,40.5842,6.2911,0.8532,7.3736,1.66e-13,5.97e-13,abc multidrug transporter mdr1
1104|00147,215.182,3.7385,0.1508,24.7989,9.214e-136,3.866e-134,alpha-ketoglutarate-dependent taurine dioxygenase
1104|00148,65.3215,-0.9292,0.1651,-5.6273,1.831e-08,4.84e-08,transcription elongation factor
1104|00149,31.8729,0.9744,0.3408,2.8595,0.004243,0.006956,tfiiic transcription initiation factor complex subunits tfc3
1104|00150,361.6855,-1.8955,0.1229,-15.4222,1.16e-53,1.38e-52,mynd finger
1104|00151,83.1759,-1.6696,0.2035,-8.2034,2.336e-16,9.623e-16,hypothetical protein CGGC5_11530
1104|00152,101.4238,0.9126,0.1645,5.5467,2.911e-08,7.58e-08,d-3-phosphoglycerate dehydrogenase
1104|00153,74.178,-2.2044,0.2226,-9.9016,4.097e-23,2.182e-22,urease accessory protein
1104|00154,577.4229,-6.5103,0.1758,-37.0293,3.869e-300,9.569e-298,major facilitator superfamily transporter
1104|00155,112.8356,-3.374,0.2244,-15.0354,4.301e-51,4.875e-50,dynamin family protein
1104|00156,31.0567,2.2507,0.4745,4.743,2.106e-06,4.828e-06,class v myosin
1104|00157,76.4672,0.5073,0.1746,2.905,0.003673,0.006069,pos9-activating factor fap7
1104|00158,506.4852,-2.9893,0.2041,-14.6486,1.376e-48,1.473e-47,ribosomal s3ae family protein
1104|00159,164.2076,6.855,0.4624,14.8243,1.02e-49,1.119e-48,cytochrome b5
1104|00160,784.8879,-1.0813,0.1347,-8.0288,9.846e-16,3.933e-15,nucleosome assembly protein
1104|00161,1314.7028,-2.0469,0.0982,-20.8337,2.143e-96,5.235e-95,ham1 family protein
1104|00162,22.7046,-3.7364,0.3421,-10.9211,9.136e-28,5.714e-27,uracil phosphoribosyltransferase
1104|00163,10.2098,-7.4161,1.4278,-5.194,2.058e-07,5.082e-07,sugar transporter
1104|00164,128.9404,-0.5616,0.1625,-3.4557,0.0005489,0.001,gtp cyclohydrolase ii
1104|00165,88.7548,3.0603,0.2724,11.2349,2.747e-29,1.79e-28,hypothetical protein CGLO_05742
1104|00166,79.4121,-0.2282,0.1867,-1.2221,0.2217,0.2676,rna polymerase iii rpc4
1104|00167,129.9489,-0.7639,0.1568,-4.8717,1.106e-06,2.585e-06,urease accessory protein
1104|00168,69.4052,-0.8801,0.205,-4.2936,1.758e-05,3.728e-05,aromatic ring-opening dioxygenase family protein
1104|00169,1376.2178,1.5876,0.1445,10.9848,4.524e-28,2.855e-27,hypothetical protein CGGC5_11534
1104|00170,337.9178,6.2609,0.2989,20.9477,1.968e-97,4.876e-96,pectate lyase
1104|00171,65.4742,1.0198,0.1641,6.2144,5.152e-10,1.514e-09,at hook domain-containing protein
1104|00172,42.7331,-0.5087,0.2102,-2.4203,0.01551,0.02338,lysosomal cystine transporter
1104|00173,136.4774,-0.9736,0.1548,-6.2885,3.204e-10,9.533e-10,helicase associated domain-containing protein
1104|00174,2917.2119,-11.1998,0.3902,-28.7058,3.232e-181,2.302e-179,wd domain-containing protein
1104|00175,79.839,1.3938,0.2259,6.1699,6.834e-10,1.996e-09,hypothetical protein CGGC5_11550
1104|00176,133.6106,-2.5302,0.2412,-10.4908,9.527e-26,5.577e-25,alpha-l-rhamnosidase a
1104|00177,369.0045,1.3406,0.2246,5.9684,2.396e-09,6.737e-09,fad dependent oxidoreductase
1104|00178,363.8378,1.0421,0.1064,9.7973,1.157e-22,6.098e-22,aldehyde dehydrogenase
1104|00179,190.9287,0.9157,0.1298,7.0535,1.745e-12,5.938e-12,telomere-binding alpha subunit central domain-containing protein
1104|00180,39.8473,1.5487,0.2624,5.9022,3.588e-09,9.967e-09,g2 mitotic-specific cyclin cdc13
1104|00181,39.5137,-1.0128,0.277,-3.6568,0.0002554,0.0004841,signal sequence receptor alpha chain
1104|00182,59.9001,-2.0924,0.2304,-9.0828,1.058e-19,4.958e-19,c6 finger domain-containing protein
1104|00183,2822.2415,-10.2004,0.3524,-28.947,3.06e-184,2.27e-182,hypothetical protein CGLO_03742
1104|00184,124.8567,1.6878,0.2557,6.6003,4.104e-11,1.284e-10,hit domain-containing protein
1104|00185,208.2415,-3.2066,0.1483,-21.6253,1.039e-103,2.796e-102,rhomboid family protein
1104|00186,62.8569,-0.587,0.2556,-2.2969,0.02162,0.0319,dna polymerase delta catalytic subunit
1104|00187,8.025,1.2122,0.478,2.5358,0.01122,0.01731,mitotic cohesin complex
1104|00188,33.1402,2.3036,0.3321,6.937,4.004e-12,1.335e-11,x-pro dipeptidyl-peptidase (s15 family) protein
1104|00189,62.8449,4.9477,0.4196,11.7921,4.285e-32,3.034e-31,geranylgeranyl pyrophosphate synthetase
1104|00190,179.6621,0.3122,0.1601,1.9498,0.0512,0.07101,glucose-methanol-choline oxidoreductase
1104|00191,142.5728,1.6379,0.1973,8.3008,1.034e-16,4.329e-16,major facilitator superfamily transporter
1104|00192,21.3076,-0.8211,0.2692,-3.0499,0.002289,0.003883,hypothetical protein CGGC5_11539
1104|00193,7.2357,-2.6498,0.7593,-3.4899,0.0004833,0.0008873,mediator complex subunit med5
1104|00194,67.5812,1.7901,0.2112,8.4758,2.334e-17,1.007e-16,mitochondrial carrier
1104|00195,8.4656,1.4417,0.5313,2.7133,0.006662,0.01064,integral membrane family protein
1104|00196,201.227,0.7969,0.17,4.6885,2.752e-06,6.256e-06,importin alpha subunit
1104|00197,85.38,1.6485,0.1899,8.6806,3.937e-18,1.75e-17,glutamate leucine phenylalanine valine dehydrogenase
1104|00198,193.5488,-0.1897,0.1256,-1.5108,0.1308,0.1665,---NA---
1104|00199,129.4901,-0.968,0.1509,-6.4138,1.42e-10,4.302e-10,---NA---
1104|00200,71.7262,0.7722,0.2749,2.8092,0.004967,0.008071,calcium influx-promoting protein ehs1
1104|00201,17.6503,2.7547,0.6669,4.1304,3.621e-05,7.471e-05,f-box domain-containing protein
1104|00202,93.9,-1.1756,0.143,-8.2224,1.994e-16,8.239e-16,rrna processing protein
1104|00204,1.0445,-3.9935,1.8691,-2.1366,0.03263,0.04681,snf1 kinase complex beta-subunit
1104|00205,12.8019,2.0257,0.4322,4.687,2.773e-06,6.297e-06,---NA---
1104|00206,3.0135,2.4612,0.8574,2.8705,0.004098,0.006732,transcriptional elongation protein
1104|00207,93.3275,1.1041,0.1892,5.8359,5.35e-09,1.468e-08,glutathione s-transferase domain-containing protein
1104|00208,265.6101,-2.879,0.1739,-16.5582,1.396e-61,1.926e-60,hypothetical protein CGGC5_15145
1104|00209,7.6837,-2.2524,0.6438,-3.4984,0.0004681,0.0008607,secretion pathway protein sls2 rcy1
1104|00210,128.7655,-1.4305,0.1314,-10.887,1.33e-27,8.284e-27,snf2 family helicase
1104|00211,202.8664,1.1155,0.1239,9.0059,2.14e-19,9.932e-19,serine threonine-protein kinase bur-1
1104|00212,74.5544,-5.7596,0.3589,-16.0475,5.947e-58,7.65e-57,nitrate assimilation regulatory protein
1104|00213,11.8936,6.9012,1.4365,4.804,1.555e-06,3.6e-06,---NA---
1104|00214,33.626,-2.3423,0.2389,-9.8037,1.085e-22,5.728e-22,frag1 dram sfk1 family protein
1104|00216,83.5968,3.3905,0.2381,14.241,5.096e-46,5.165e-45,tyrosine serine protein phosphatase
1104|00217,12.2073,1.9707,0.4641,4.2459,2.177e-05,4.582e-05,calcineurin subunit b
1104|00218,5.7142,0.6722,2.4417,0.2753,0.7831,0.8215,membrane biogenesis protein yop1
1104|00219,48.1217,0.2955,0.321,0.9204,0.3574,0.4108,serine threonine-protein phosphatase 5
1104|00220,119.6519,-1.3178,0.1447,-9.1095,8.275e-20,3.907e-19,abc1 family protein
1104|00221,25.3063,-1.5003,0.3365,-4.4581,8.267e-06,1.803e-05,nuclear protein es2
1104|00222,39.9295,0.4929,0.2218,2.2228,0.02623,0.03822,zinc finger protein rts2
1104|00223,17.7941,0.7922,0.4067,1.9476,0.05147,0.07136,hypothetical protein CGGC5_15136
1104|00224,48.5041,1.3182,0.3097,4.2565,2.076e-05,4.376e-05,igr protein domain-containing protein
1104|00225,18.5036,-1.0715,0.2925,-3.663,0.0002493,0.0004728,serine threonine-protein kinase
1104|00226,52.2568,1.4063,0.2787,5.0459,4.514e-07,1.086e-06,rhomboid family membrane protein
1104|00227,77.2073,5.6878,0.4318,13.1726,1.261e-39,1.092e-38,hypothetical protein CGLO_03736
1104|00228,20.1896,-3.1967,0.3317,-9.6373,5.561e-22,2.868e-21,phosphoprotein phosphatase
1104|00229,132.1623,1.7444,0.1632,10.6891,1.145e-26,6.893e-26,hypothetical protein CGGC5_15153
1104|00230,25.1739,-1.1329,0.269,-4.2112,2.54e-05,5.311e-05,hypothetical protein CGGC5_15146
1104|00231,1.8742,3.6238,1.2385,2.926,0.003433,0.005689,actin-binding protein
1104|00232,0.6544,1.2893,1.7683,0.7291,0.4659,0.5221,hypothetical protein CGGC5_15144
1104|00233,160.0369,-2.8282,0.1549,-18.2564,1.839e-74,3.083e-73,hypothetical protein CGLO_05459
1104|00236,73.7095,-5.6813,0.4999,-11.366,6.174e-30,4.088e-29,pfs domain-containing protein
1104|00237,44.9415,10.3007,1.9641,5.2445,1.567e-07,3.904e-07,hypothetical protein FOXB_08170
1104|00238,8.5098,-2.4441,0.5078,-4.8129,1.487e-06,3.447e-06,hexose carrier protein
1104|00239,4.2725,6.7063,2.0176,3.3239,0.0008877,0.001576,ribosomal protein s9 s16
1104|00240,342.5896,9.3553,0.5121,18.2691,1.458e-74,2.453e-73,pentatricopeptide repeat domain-containing protein
1104|00243,7.0538,-2.5273,0.6452,-3.9173,8.956e-05,0.0001786,o-sialoglycoprotein endopeptidase
1104|00245,2.1702,5.1974,2.0571,2.5266,0.01152,0.01774,major facilitator superfamily transporter
1104|00246,3.8055,2.6382,0.8721,3.0251,0.002486,0.004192,histone acetyltransferase complex component
1104|00247,150.4748,5.6772,0.398,14.2647,3.63e-46,3.703e-45,hypothetical protein CGLO_16220
1104|00248,5.409,3.6549,1.1475,3.185,0.001448,0.002516,hypothetical protein CGLO_16864
1104|00250,73.6179,0.6722,2.4235,0.2774,0.7815,0.8204,hsp70-like protein
1104|00255,5.468,-2.8755,0.8902,-3.2302,0.001237,0.002163,c6 transcription factor
1104|00256,304.9901,5.4075,0.2609,20.7283,1.925e-95,4.639e-94,heat repeat containing protein
1104|00259,18.6841,1.1103,0.4039,2.7491,0.005975,0.009612,hypothetical protein CGLO_03222
1104|00261,9.38,7.2242,1.4313,5.0474,4.479e-07,1.078e-06,hypothetical protein CGGC5_12328
1104|00265,15.1517,7.849,1.4331,5.4771,4.324e-08,1.113e-07,hypothetical protein CH063_03733
1104|00266,2.0557,1.0902,0.8966,1.216,0.224,0.2701,nefa-interacting nuclear protein
1104|00267,250.6277,-4.2439,0.2628,-16.1518,1.102e-58,1.435e-57,fad dependent oxidoreductase
1104|00269,35.2069,-1.6932,0.2833,-5.9772,2.27e-09,6.397e-09,tim complex component tim54
1104|00270,0.8227,4.6962,2.8739,1.6341,0.1022,0.1334,transcription factor tfiib
1104|00271,47.3837,0.6005,1.737,0.3457,0.7296,0.7749,hypothetical protein CGGC5_12330
1104|00272,1.0352,3.9707,1.9284,2.0591,0.03949,0.05592,transcription factor tfiib
1104|00273,0.6719,4.4095,3.1266,1.4103,0.1584,0.1979,splicing factor 3a subunit 2
1104|00274,2367.1775,-7.4341,0.182,-40.8571,0.0,0.0,duf300 domain-containing protein
1104|00275,88.7778,5.2992,0.3901,13.5856,4.873e-42,4.501e-41,mucin family signaling protein
1104|00276,873.5781,4.9718,0.1313,37.856,0.0,0.0,hypothetical protein V502_03065
1104|00277,0.6719,4.4095,3.1266,1.4103,0.1584,0.1979,hypothetical protein CGLO_07310
1104|00278,14.3204,3.9146,0.7192,5.4427,5.249e-08,1.343e-07,arsenite efflux transporter
1104|00281,127.9431,1.5453,0.1994,7.7515,9.079e-15,3.457e-14,acetyl- propionyl-coenzyme a carboxylase alpha chain
1104|00282,202.0328,-2.8478,0.3088,-9.2216,2.926e-20,1.408e-19,hypothetical protein CGLO_07629
1104|00283,8.8626,6.3552,2.0172,3.1505,0.00163,0.002815,glycoside hydrolase
1104|00285,4.5638,-1.2285,0.7228,-1.6996,0.0892,0.1176,glutathione-dependent formaldehyde-activating enzyme
1104|00286,5.2347,2.8713,0.9623,2.9838,0.002847,0.00477,secreted protein
1104|00287,2.3349,2.0836,0.9848,2.1158,0.03436,0.04913,membrane protein
1104|00288,178.7048,-0.9701,0.3763,-2.5783,0.00993,0.01545,hypothetical protein CGGC5_12322
1104|00289,2.5302,5.8113,2.0729,2.8035,0.005055,0.008205,---NA---
1104|00292,6.2452,-0.1394,0.5659,-0.2464,0.8054,0.8408,isoflavone reductase family protein
1104|00295,96.1578,3.0866,0.3071,10.05,9.184e-24,5.015e-23,glycosyl hydrolase family 43
1104|00296,18.5474,-1.1118,0.5703,-1.9495,0.05123,0.07104,aldehyde dehydrogenase-like protein
1104|00297,74.7359,-0.9699,0.2421,-4.0063,6.167e-05,0.000125,carboxylesterase family protein
1104|00298,31.6762,-0.6569,0.2146,-3.0613,0.002204,0.003747,2og-fe oxygenase family protein
1104|00299,19.0181,3.0038,0.672,4.4699,7.826e-06,1.709e-05,peptidase family m20 m25 m40 protein
1104|00300,2.6235,0.9407,1.1829,0.7953,0.4265,0.4822,hexose transporter protein
1104|00301,49.7827,0.5405,0.2549,2.1204,0.03397,0.04861,aristolochene synthase
1104|00302,65.7371,-2.7287,0.1919,-14.2189,6.997e-46,7.056e-45,o-acetylhomoserine o-acetylserine sulfhydrylase
1104|00304,18.4685,4.2777,0.7829,5.4638,4.66e-08,1.196e-07,hypothetical protein CGLO_04474
1104|00305,1758.138,-5.509,0.1915,-28.7667,5.606e-182,4.032e-180,fermentation associated protein
1104|00306,2.4782,-1.2513,2.4838,-0.5038,0.6144,0.6651,secreted protein
1104|00307,135.9937,0.2574,0.1819,1.4156,0.1569,0.1963,ankyrin repeat-containing domain partial
1104|00308,35.5826,8.8441,1.4053,6.2934,3.106e-10,9.25e-10,cutinase
1104|00309,128.8597,9.9549,1.0585,9.4045,5.23e-21,2.583e-20,plant basic secretory protein
1104|00310,109.6862,-0.5873,0.275,-2.1355,0.03272,0.04694,intracellular hyphae protein 1
