sample,mate,cycle,mean_q,q25,median_q,q75,n_reads
APP2,2,62,39.367,42.0,42.0,42.0,100000
APP2,2,63,39.295,42.0,42.0,42.0,100000
APP2,2,64,39.15,42.0,42.0,42.0,100000
APP2,2,65,39.178,42.0,42.0,42.0,100000
APP2,2,66,39.315,42.0,42.0,42.0,100000
APP2,2,67,39.117,42.0,42.0,42.0,100000
APP2,2,68,39.14,42.0,42.0,42.0,100000
APP2,2,69,38.956,42.0,42.0,42.0,100000
APP2,2,70,39.139,42.0,42.0,42.0,100000
APP2,2,71,39.04,42.0,42.0,42.0,100000
APP2,2,72,39.18,42.0,42.0,42.0,100000
APP2,2,73,39.125,42.0,42.0,42.0,100000
APP2,2,74,39.056,42.0,42.0,42.0,100000
APP2,2,75,39.1,42.0,42.0,42.0,100000
APP2,2,76,38.22,37.0,42.0,42.0,100000
APP2,2,77,38.527,37.0,42.0,42.0,100000
APP2,2,78,38.858,37.0,42.0,42.0,100000
APP2,2,79,38.984,42.0,42.0,42.0,100000
APP2,2,80,39.096,42.0,42.0,42.0,100000
APP2,2,81,39.138,42.0,42.0,42.0,100000
APP2,2,82,39.15,42.0,42.0,42.0,100000
APP2,2,83,38.903,42.0,42.0,42.0,100000
APP2,2,84,39.007,42.0,42.0,42.0,100000
APP2,2,85,39.023,42.0,42.0,42.0,100000
APP2,2,86,38.973,42.0,42.0,42.0,100000
APP2,2,87,38.998,42.0,42.0,42.0,100000
APP2,2,88,38.679,37.0,42.0,42.0,100000
APP2,2,89,38.654,37.0,42.0,42.0,100000
APP2,2,90,38.76,37.0,42.0,42.0,100000
APP2,2,91,38.723,37.0,42.0,42.0,100000
APP2,2,92,38.616,37.0,42.0,42.0,100000
APP2,2,93,38.593,37.0,42.0,42.0,100000
APP2,2,94,38.606,37.0,42.0,42.0,100000
APP2,2,95,38.626,37.0,42.0,42.0,100000
APP2,2,96,38.765,37.0,42.0,42.0,100000
APP2,2,97,38.832,37.0,42.0,42.0,100000
APP2,2,98,38.686,37.0,42.0,42.0,100000
APP2,2,99,38.608,37.0,42.0,42.0,100000
APP2,2,100,38.537,37.0,42.0,42.0,100000
APP2,2,101,38.486,37.0,42.0,42.0,100000
APP2,2,102,38.344,37.0,42.0,42.0,100000
APP2,2,103,38.259,37.0,42.0,42.0,100000
APP2,2,104,38.266,37.0,42.0,42.0,100000
APP2,2,105,38.355,37.0,42.0,42.0,100000
APP2,2,106,38.252,37.0,42.0,42.0,100000
APP2,2,107,38.135,37.0,42.0,42.0,100000
APP2,2,108,38.061,37.0,42.0,42.0,100000
APP2,2,109,38.028,37.0,42.0,42.0,100000
APP2,2,110,38.025,37.0,42.0,42.0,100000
APP2,2,111,37.725,37.0,42.0,42.0,100000
APP2,2,112,37.68,37.0,42.0,42.0,100000
APP2,2,113,37.638,37.0,42.0,42.0,100000
APP2,2,114,37.444,37.0,42.0,42.0,100000
APP2,2,115,37.002,37.0,42.0,42.0,100000
APP2,2,116,36.941,37.0,42.0,42.0,100000
APP2,2,117,37.046,37.0,42.0,42.0,100000
APP2,2,118,37.254,37.0,42.0,42.0,100000
APP2,2,119,37.053,37.0,42.0,42.0,100000
APP2,2,120,36.935,37.0,42.0,42.0,100000
APP2,2,121,36.91,37.0,42.0,42.0,100000
APP2,2,122,36.776,32.0,42.0,42.0,100000
APP2,2,123,36.609,32.0,42.0,42.0,100000
APP2,2,124,36.663,32.0,42.0,42.0,100000
APP2,2,125,36.52,32.0,42.0,42.0,100000
APP2,2,126,36.522,32.0,42.0,42.0,100000
APP2,2,127,36.541,32.0,42.0,42.0,100000
APP2,2,128,36.23,32.0,42.0,42.0,100000
APP2,2,129,36.085,32.0,42.0,42.0,100000
APP2,2,130,36.096,32.0,42.0,42.0,100000
APP2,2,131,35.937,32.0,42.0,42.0,100000
APP2,2,132,36.102,32.0,42.0,42.0,100000
APP2,2,133,35.776,32.0,42.0,42.0,100000
APP2,2,134,35.659,32.0,42.0,42.0,100000
APP2,2,135,35.482,32.0,42.0,42.0,100000
APP2,2,136,35.264,32.0,42.0,42.0,100000
APP2,2,137,35.311,32.0,42.0,42.0,100000
APP2,2,138,35.069,32.0,42.0,42.0,100000
APP2,2,139,35.316,32.0,42.0,42.0,100000
APP2,2,140,35.167,32.0,42.0,42.0,100000
APP2,2,141,34.763,32.0,37.0,42.0,100000
APP2,2,142,34.49,32.0,37.0,42.0,100000
APP2,2,143,34.32,32.0,37.0,42.0,100000
APP2,2,144,34.2,32.0,37.0,42.0,100000
APP2,2,145,34.294,32.0,37.0,42.0,100000
APP2,2,146,34.066,32.0,37.0,42.0,100000
APP2,2,147,33.437,27.0,37.0,42.0,100000
APP2,2,148,33.598,27.0,37.0,42.0,100000
APP2,2,149,33.258,27.0,37.0,42.0,100000
APP2,2,150,32.989,27.0,37.0,42.0,100000
APP3,1,1,31.475,32.0,32.0,32.0,100000
APP3,1,2,31.602,32.0,32.0,32.0,100000
APP3,1,3,35.904,37.0,37.0,37.0,100000
APP3,1,4,36.277,37.0,37.0,37.0,100000
APP3,1,5,36.389,37.0,37.0,37.0,100000
APP3,1,6,40.486,42.0,42.0,42.0,100000
APP3,1,7,40.776,42.0,42.0,42.0,100000
APP3,1,8,40.935,42.0,42.0,42.0,100000
APP3,1,9,41.01,42.0,42.0,42.0,100000
APP3,1,10,40.819,42.0,42.0,42.0,100000
APP3,1,11,40.977,42.0,42.0,42.0,100000
APP3,1,12,40.972,42.0,42.0,42.0,100000
APP3,1,13,40.935,42.0,42.0,42.0,100000
APP3,1,14,40.944,42.0,42.0,42.0,100000
APP3,1,15,40.833,42.0,42.0,42.0,100000
APP3,1,16,40.94,42.0,42.0,42.0,100000
APP3,1,17,40.964,42.0,42.0,42.0,100000
APP3,1,18,40.977,42.0,42.0,42.0,100000
APP3,1,19,40.956,42.0,42.0,42.0,100000
APP3,1,20,40.857,42.0,42.0,42.0,100000
APP3,1,21,40.87,42.0,42.0,42.0,100000
APP3,1,22,40.827,42.0,42.0,42.0,100000
APP3,1,23,40.84,42.0,42.0,42.0,100000
APP3,1,24,40.775,42.0,42.0,42.0,100000
APP3,1,25,40.822,42.0,42.0,42.0,100000
APP3,1,26,40.69,42.0,42.0,42.0,100000
APP3,1,27,40.689,42.0,42.0,42.0,100000
APP3,1,28,40.633,42.0,42.0,42.0,100000
APP3,1,29,40.512,42.0,42.0,42.0,100000
APP3,1,30,40.616,42.0,42.0,42.0,100000
APP3,1,31,40.551,42.0,42.0,42.0,100000
APP3,1,32,40.646,42.0,42.0,42.0,100000
APP3,1,33,40.565,42.0,42.0,42.0,100000
APP3,1,34,40.534,42.0,42.0,42.0,100000
APP3,1,35,40.556,42.0,42.0,42.0,100000
APP3,1,36,40.557,42.0,42.0,42.0,100000
APP3,1,37,40.452,42.0,42.0,42.0,100000
APP3,1,38,40.535,42.0,42.0,42.0,100000
APP3,1,39,40.595,42.0,42.0,42.0,100000
APP3,1,40,40.509,42.0,42.0,42.0,100000
APP3,1,41,40.311,42.0,42.0,42.0,100000
APP3,1,42,40.465,42.0,42.0,42.0,100000
APP3,1,43,40.487,42.0,42.0,42.0,100000
APP3,1,44,40.443,42.0,42.0,42.0,100000
APP3,1,45,40.413,42.0,42.0,42.0,100000
APP3,1,46,40.329,42.0,42.0,42.0,100000
APP3,1,47,40.374,42.0,42.0,42.0,100000
APP3,1,48,40.323,42.0,42.0,42.0,100000
APP3,1,49,40.346,42.0,42.0,42.0,100000
APP3,1,50,40.273,42.0,42.0,42.0,100000
APP3,1,51,40.342,42.0,42.0,42.0,100000
APP3,1,52,40.309,42.0,42.0,42.0,100000
APP3,1,53,40.292,42.0,42.0,42.0,100000
APP3,1,54,40.333,42.0,42.0,42.0,100000
APP3,1,55,40.277,42.0,42.0,42.0,100000
APP3,1,56,40.33,42.0,42.0,42.0,100000
APP3,1,57,40.302,42.0,42.0,42.0,100000
APP3,1,58,40.205,42.0,42.0,42.0,100000
APP3,1,59,40.277,42.0,42.0,42.0,100000
APP3,1,60,40.217,42.0,42.0,42.0,100000
APP3,1,61,40.286,42.0,42.0,42.0,100000
APP3,1,62,40.248,42.0,42.0,42.0,100000
APP3,1,63,40.366,42.0,42.0,42.0,100000
APP3,1,64,40.302,42.0,42.0,42.0,100000
APP3,1,65,40.326,42.0,42.0,42.0,100000
APP3,1,66,40.323,42.0,42.0,42.0,100000
APP3,1,67,40.277,42.0,42.0,42.0,100000
APP3,1,68,40.145,42.0,42.0,42.0,100000
APP3,1,69,40.141,42.0,42.0,42.0,100000
APP3,1,70,40.11,42.0,42.0,42.0,100000
APP3,1,71,40.165,42.0,42.0,42.0,100000
APP3,1,72,40.229,42.0,42.0,42.0,100000
APP3,1,73,40.184,42.0,42.0,42.0,100000
APP3,1,74,40.137,42.0,42.0,42.0,100000
APP3,1,75,40.248,42.0,42.0,42.0,100000
APP3,1,76,39.494,37.0,42.0,42.0,100000
APP3,1,77,39.81,42.0,42.0,42.0,100000
APP3,1,78,39.998,42.0,42.0,42.0,100000
APP3,1,79,40.137,42.0,42.0,42.0,100000
APP3,1,80,40.093,42.0,42.0,42.0,100000
APP3,1,81,39.978,42.0,42.0,42.0,100000
APP3,1,82,40.04,42.0,42.0,42.0,100000
APP3,1,83,39.669,42.0,42.0,42.0,100000
APP3,1,84,39.92,42.0,42.0,42.0,100000
APP3,1,85,40.002,42.0,42.0,42.0,100000
APP3,1,86,40.121,42.0,42.0,42.0,100000
APP3,1,87,39.951,42.0,42.0,42.0,100000
APP3,1,88,40.043,42.0,42.0,42.0,100000
APP3,1,89,39.996,42.0,42.0,42.0,100000
APP3,1,90,39.992,42.0,42.0,42.0,100000
APP3,1,91,40.07,42.0,42.0,42.0,100000
APP3,1,92,39.911,42.0,42.0,42.0,100000
APP3,1,93,39.91,42.0,42.0,42.0,100000
APP3,1,94,39.943,42.0,42.0,42.0,100000
APP3,1,95,39.973,42.0,42.0,42.0,100000
APP3,1,96,39.995,42.0,42.0,42.0,100000
APP3,1,97,39.717,42.0,42.0,42.0,100000
APP3,1,98,39.654,42.0,42.0,42.0,100000
APP3,1,99,39.793,42.0,42.0,42.0,100000
APP3,1,100,39.649,42.0,42.0,42.0,100000
APP3,1,101,39.724,42.0,42.0,42.0,100000
APP3,1,102,39.615,42.0,42.0,42.0,100000
APP3,1,103,39.759,42.0,42.0,42.0,100000
APP3,1,104,39.717,42.0,42.0,42.0,100000
APP3,1,105,39.655,42.0,42.0,42.0,100000
APP3,1,106,39.714,42.0,42.0,42.0,100000
APP3,1,107,39.785,42.0,42.0,42.0,100000
APP3,1,108,39.669,42.0,42.0,42.0,100000
APP3,1,109,39.664,42.0,42.0,42.0,100000
APP3,1,110,39.733,42.0,42.0,42.0,100000
APP3,1,111,39.685,42.0,42.0,42.0,100000
APP3,1,112,39.592,42.0,42.0,42.0,100000
APP3,1,113,39.516,42.0,42.0,42.0,100000
APP3,1,114,39.562,42.0,42.0,42.0,100000
APP3,1,115,39.651,42.0,42.0,42.0,100000
APP3,1,116,39.626,42.0,42.0,42.0,100000
APP3,1,117,39.664,42.0,42.0,42.0,100000
APP3,1,118,39.518,42.0,42.0,42.0,100000
APP3,1,119,39.493,42.0,42.0,42.0,100000
APP3,1,120,39.535,42.0,42.0,42.0,100000
APP3,1,121,39.595,42.0,42.0,42.0,100000
APP3,1,122,39.545,42.0,42.0,42.0,100000
APP3,1,123,39.575,42.0,42.0,42.0,100000
APP3,1,124,39.265,42.0,42.0,42.0,100000
APP3,1,125,39.333,42.0,42.0,42.0,100000
APP3,1,126,39.343,42.0,42.0,42.0,100000
APP3,1,127,39.204,42.0,42.0,42.0,100000
APP3,1,128,39.195,42.0,42.0,42.0,100000
APP3,1,129,39.1,42.0,42.0,42.0,100000
APP3,1,130,39.2,42.0,42.0,42.0,100000
APP3,1,131,39.16,42.0,42.0,42.0,100000
APP3,1,132,39.273,42.0,42.0,42.0,100000
APP3,1,133,39.307,42.0,42.0,42.0,100000
APP3,1,134,39.198,42.0,42.0,42.0,100000
APP3,1,135,39.093,37.0,42.0,42.0,100000
APP3,1,136,39.183,42.0,42.0,42.0,100000
APP3,1,137,39.151,42.0,42.0,42.0,100000
APP3,1,138,38.944,37.0,42.0,42.0,100000
APP3,1,139,39.064,37.0,42.0,42.0,100000
APP3,1,140,38.855,37.0,42.0,42.0,100000
APP3,1,141,38.779,37.0,42.0,42.0,100000
APP3,1,142,38.816,37.0,42.0,42.0,100000
APP3,1,143,38.785,37.0,42.0,42.0,100000
APP3,1,144,38.738,37.0,42.0,42.0,100000
APP3,1,145,38.63,37.0,42.0,42.0,100000
APP3,1,146,38.471,37.0,42.0,42.0,100000
APP3,1,147,38.54,37.0,42.0,42.0,100000
APP3,1,148,38.271,37.0,42.0,42.0,100000
APP3,1,149,38.102,37.0,42.0,42.0,100000
APP3,1,150,38.142,37.0,42.0,42.0,100000
APP3,2,1,30.515,32.0,32.0,32.0,100000
APP3,2,2,31.103,32.0,32.0,32.0,100000
APP3,2,3,35.138,37.0,37.0,37.0,100000
APP3,2,4,35.727,37.0,37.0,37.0,100000
APP3,2,5,35.785,37.0,37.0,37.0,100000
APP3,2,6,39.447,37.0,42.0,42.0,100000
APP3,2,7,39.91,42.0,42.0,42.0,100000
APP3,2,8,40.045,42.0,42.0,42.0,100000
APP3,2,9,40.073,42.0,42.0,42.0,100000
APP3,2,10,40.051,42.0,42.0,42.0,100000
APP3,2,11,40.099,42.0,42.0,42.0,100000
APP3,2,12,40.167,42.0,42.0,42.0,100000
APP3,2,13,40.133,42.0,42.0,42.0,100000
APP3,2,14,40.041,42.0,42.0,42.0,100000
APP3,2,15,40.124,42.0,42.0,42.0,100000
APP3,2,16,40.089,42.0,42.0,42.0,100000
APP3,2,17,40.035,42.0,42.0,42.0,100000
APP3,2,18,40.014,42.0,42.0,42.0,100000
APP3,2,19,39.965,42.0,42.0,42.0,100000
APP3,2,20,40.073,42.0,42.0,42.0,100000
APP3,2,21,39.96,42.0,42.0,42.0,100000
APP3,2,22,40.055,42.0,42.0,42.0,100000
APP3,2,23,39.985,42.0,42.0,42.0,100000
APP3,2,24,39.962,42.0,42.0,42.0,100000
APP3,2,25,40.008,42.0,42.0,42.0,100000
APP3,2,26,40.079,42.0,42.0,42.0,100000
APP3,2,27,40.04,42.0,42.0,42.0,100000
APP3,2,28,39.805,42.0,42.0,42.0,100000
APP3,2,29,39.98,42.0,42.0,42.0,100000
APP3,2,30,39.846,42.0,42.0,42.0,100000
APP3,2,31,39.834,42.0,42.0,42.0,100000
APP3,2,32,39.903,42.0,42.0,42.0,100000
APP3,2,33,39.917,42.0,42.0,42.0,100000
APP3,2,34,39.899,42.0,42.0,42.0,100000
APP3,2,35,39.922,42.0,42.0,42.0,100000
APP3,2,36,39.903,42.0,42.0,42.0,100000
APP3,2,37,39.796,42.0,42.0,42.0,100000
APP3,2,38,39.801,42.0,42.0,42.0,100000
APP3,2,39,39.781,42.0,42.0,42.0,100000
APP3,2,40,39.803,42.0,42.0,42.0,100000
APP3,2,41,39.696,42.0,42.0,42.0,100000
APP3,2,42,39.746,42.0,42.0,42.0,100000
APP3,2,43,39.749,42.0,42.0,42.0,100000
APP3,2,44,39.59,42.0,42.0,42.0,100000
APP3,2,45,39.647,42.0,42.0,42.0,100000
APP3,2,46,39.682,42.0,42.0,42.0,100000
APP3,2,47,39.615,42.0,42.0,42.0,100000
APP3,2,48,39.593,42.0,42.0,42.0,100000
APP3,2,49,39.618,42.0,42.0,42.0,100000
APP3,2,50,39.722,42.0,42.0,42.0,100000
APP3,2,51,39.685,42.0,42.0,42.0,100000
APP3,2,52,39.612,42.0,42.0,42.0,100000
APP3,2,53,39.394,42.0,42.0,42.0,100000
APP3,2,54,39.313,42.0,42.0,42.0,100000
APP3,2,55,39.418,42.0,42.0,42.0,100000
APP3,2,56,39.411,42.0,42.0,42.0,100000
APP3,2,57,39.415,42.0,42.0,42.0,100000
APP3,2,58,39.426,42.0,42.0,42.0,100000
APP3,2,59,39.316,42.0,42.0,42.0,100000
APP3,2,60,39.342,42.0,42.0,42.0,100000
APP3,2,61,39.422,42.0,42.0,42.0,100000
APP3,2,62,39.354,42.0,42.0,42.0,100000
APP3,2,63,39.323,42.0,42.0,42.0,100000
APP3,2,64,39.203,42.0,42.0,42.0,100000
APP3,2,65,39.247,42.0,42.0,42.0,100000
APP3,2,66,39.353,42.0,42.0,42.0,100000
APP3,2,67,39.151,42.0,42.0,42.0,100000
APP3,2,68,39.189,42.0,42.0,42.0,100000
APP3,2,69,38.994,42.0,42.0,42.0,100000
APP3,2,70,39.17,42.0,42.0,42.0,100000
APP3,2,71,39.087,42.0,42.0,42.0,100000
APP3,2,72,39.197,42.0,42.0,42.0,100000
APP3,2,73,39.151,42.0,42.0,42.0,100000
APP3,2,74,39.098,42.0,42.0,42.0,100000
APP3,2,75,39.124,42.0,42.0,42.0,100000
APP3,2,76,38.201,37.0,42.0,42.0,100000
APP3,2,77,38.533,37.0,42.0,42.0,100000
APP3,2,78,38.894,37.0,42.0,42.0,100000
APP3,2,79,39.019,42.0,42.0,42.0,100000
APP3,2,80,39.108,42.0,42.0,42.0,100000
APP3,2,81,39.133,42.0,42.0,42.0,100000
APP3,2,82,39.155,42.0,42.0,42.0,100000
APP3,2,83,38.939,42.0,42.0,42.0,100000
APP3,2,84,38.968,42.0,42.0,42.0,100000
APP3,2,85,39.04,42.0,42.0,42.0,100000
APP3,2,86,39.012,42.0,42.0,42.0,100000
APP3,2,87,39.038,42.0,42.0,42.0,100000
APP3,2,88,38.755,37.0,42.0,42.0,100000
APP3,2,89,38.714,37.0,42.0,42.0,100000
APP3,2,90,38.824,37.0,42.0,42.0,100000
APP3,2,91,38.753,37.0,42.0,42.0,100000
APP3,2,92,38.699,37.0,42.0,42.0,100000
APP3,2,93,38.652,37.0,42.0,42.0,100000
APP3,2,94,38.674,37.0,42.0,42.0,100000
APP3,2,95,38.611,37.0,42.0,42.0,100000
APP3,2,96,38.738,37.0,42.0,42.0,100000
APP3,2,97,38.825,37.0,42.0,42.0,100000
APP3,2,98,38.707,37.0,42.0,42.0,100000
APP3,2,99,38.652,37.0,42.0,42.0,100000
APP3,2,100,38.569,37.0,42.0,42.0,100000
APP3,2,101,38.53,37.0,42.0,42.0,100000
APP3,2,102,38.399,37.0,42.0,42.0,100000
APP3,2,103,38.31,37.0,42.0,42.0,100000
APP3,2,104,38.364,37.0,42.0,42.0,100000
APP3,2,105,38.421,37.0,42.0,42.0,100000
APP3,2,106,38.338,37.0,42.0,42.0,100000
APP3,2,107,38.165,37.0,42.0,42.0,100000
APP3,2,108,38.087,37.0,42.0,42.0,100000
APP3,2,109,38.057,37.0,42.0,42.0,100000
APP3,2,110,38.099,37.0,42.0,42.0,100000
APP3,2,111,37.81,37.0,42.0,42.0,100000
APP3,2,112,37.795,37.0,42.0,42.0,100000
APP3,2,113,37.7,37.0,42.0,42.0,100000
APP3,2,114,37.498,37.0,42.0,42.0,100000
APP3,2,115,37.061,37.0,42.0,42.0,100000
APP3,2,116,37.047,37.0,42.0,42.0,100000
APP3,2,117,37.176,37.0,42.0,42.0,100000
APP3,2,118,37.354,37.0,42.0,42.0,100000
APP3,2,119,37.172,37.0,42.0,42.0,100000
APP3,2,120,37.041,37.0,42.0,42.0,100000
APP3,2,121,36.986,37.0,42.0,42.0,100000
APP3,2,122,36.86,37.0,42.0,42.0,100000
APP3,2,123,36.731,37.0,42.0,42.0,100000
APP3,2,124,36.716,32.0,42.0,42.0,100000
APP3,2,125,36.571,32.0,42.0,42.0,100000
APP3,2,126,36.555,32.0,42.0,42.0,100000
APP3,2,127,36.583,32.0,42.0,42.0,100000
APP3,2,128,36.332,32.0,42.0,42.0,100000
APP3,2,129,36.24,32.0,42.0,42.0,100000
APP3,2,130,36.23,32.0,42.0,42.0,100000
APP3,2,131,36.1,32.0,42.0,42.0,100000
APP3,2,132,36.205,32.0,42.0,42.0,100000
APP3,2,133,35.885,32.0,42.0,42.0,100000
APP3,2,134,35.81,32.0,42.0,42.0,100000
APP3,2,135,35.668,32.0,42.0,42.0,100000
APP3,2,136,35.395,32.0,42.0,42.0,100000
APP3,2,137,35.404,32.0,42.0,42.0,100000
APP3,2,138,35.199,32.0,42.0,42.0,100000
APP3,2,139,35.451,32.0,42.0,42.0,100000
APP3,2,140,35.263,32.0,42.0,42.0,100000
APP3,2,141,34.883,32.0,37.0,42.0,100000
APP3,2,142,34.612,32.0,37.0,42.0,100000
APP3,2,143,34.46,32.0,37.0,42.0,100000
APP3,2,144,34.373,32.0,37.0,42.0,100000
APP3,2,145,34.367,32.0,37.0,42.0,100000
APP3,2,146,34.217,32.0,37.0,42.0,100000
APP3,2,147,33.601,27.0,37.0,42.0,100000
APP3,2,148,33.728,32.0,37.0,42.0,100000
APP3,2,149,33.363,27.0,37.0,42.0,100000
APP3,2,150,33.198,27.0,37.0,42.0,100000
CIH1,1,1,31.528,32.0,32.0,32.0,100000
CIH1,1,2,31.565,32.0,32.0,32.0,100000
CIH1,1,3,35.946,37.0,37.0,37.0,100000
CIH1,1,4,36.335,37.0,37.0,37.0,100000
CIH1,1,5,36.467,37.0,37.0,37.0,100000
CIH1,1,6,40.725,42.0,42.0,42.0,100000
CIH1,1,7,40.786,42.0,42.0,42.0,100000
CIH1,1,8,40.954,42.0,42.0,42.0,100000
CIH1,1,9,40.952,42.0,42.0,42.0,100000
CIH1,1,10,40.936,42.0,42.0,42.0,100000
CIH1,1,11,41.065,42.0,42.0,42.0,100000
CIH1,1,12,41.103,42.0,42.0,42.0,100000
CIH1,1,13,41.063,42.0,42.0,42.0,100000
CIH1,1,14,40.823,42.0,42.0,42.0,100000
CIH1,1,15,41.053,42.0,42.0,42.0,100000
CIH1,1,16,40.99,42.0,42.0,42.0,100000
CIH1,1,17,40.997,42.0,42.0,42.0,100000
CIH1,1,18,41.009,42.0,42.0,42.0,100000
CIH1,1,19,41.01,42.0,42.0,42.0,100000
CIH1,1,20,40.836,42.0,42.0,42.0,100000
CIH1,1,21,40.918,42.0,42.0,42.0,100000
CIH1,1,22,40.911,42.0,42.0,42.0,100000
CIH1,1,23,40.869,42.0,42.0,42.0,100000
CIH1,1,24,40.516,42.0,42.0,42.0,100000
CIH1,1,25,40.656,42.0,42.0,42.0,100000
CIH1,1,26,40.693,42.0,42.0,42.0,100000
CIH1,1,27,40.524,42.0,42.0,42.0,100000
CIH1,1,28,40.654,42.0,42.0,42.0,100000
CIH1,1,29,40.436,42.0,42.0,42.0,100000
CIH1,1,30,40.503,42.0,42.0,42.0,100000
CIH1,1,31,40.545,42.0,42.0,42.0,100000
CIH1,1,32,40.496,42.0,42.0,42.0,100000
CIH1,1,33,40.218,42.0,42.0,42.0,100000
CIH1,1,34,40.175,42.0,42.0,42.0,100000
CIH1,1,35,40.276,42.0,42.0,42.0,100000
CIH1,1,36,40.465,42.0,42.0,42.0,100000
CIH1,1,37,40.324,42.0,42.0,42.0,100000
CIH1,1,38,40.436,42.0,42.0,42.0,100000
CIH1,1,39,40.543,42.0,42.0,42.0,100000
CIH1,1,40,40.45,42.0,42.0,42.0,100000
CIH1,1,41,40.444,42.0,42.0,42.0,100000
CIH1,1,42,40.325,42.0,42.0,42.0,100000
CIH1,1,43,40.225,42.0,42.0,42.0,100000
CIH1,1,44,40.348,42.0,42.0,42.0,100000
CIH1,1,45,40.431,42.0,42.0,42.0,100000
CIH1,1,46,40.374,42.0,42.0,42.0,100000
CIH1,1,47,40.169,42.0,42.0,42.0,100000
CIH1,1,48,40.259,42.0,42.0,42.0,100000
CIH1,1,49,40.402,42.0,42.0,42.0,100000
CIH1,1,50,40.306,42.0,42.0,42.0,100000
CIH1,1,51,40.445,42.0,42.0,42.0,100000
CIH1,1,52,40.335,42.0,42.0,42.0,100000
CIH1,1,53,39.934,42.0,42.0,42.0,100000
CIH1,1,54,39.986,42.0,42.0,42.0,100000
CIH1,1,55,40.088,42.0,42.0,42.0,100000
CIH1,1,56,39.98,42.0,42.0,42.0,100000
CIH1,1,57,40.077,42.0,42.0,42.0,100000
CIH1,1,58,40.079,42.0,42.0,42.0,100000
CIH1,1,59,40.237,42.0,42.0,42.0,100000
CIH1,1,60,40.197,42.0,42.0,42.0,100000
CIH1,1,61,40.241,42.0,42.0,42.0,100000
CIH1,1,62,40.259,42.0,42.0,42.0,100000
CIH1,1,63,40.066,42.0,42.0,42.0,100000
CIH1,1,64,40.273,42.0,42.0,42.0,100000
CIH1,1,65,39.856,42.0,42.0,42.0,100000
CIH1,1,66,39.956,42.0,42.0,42.0,100000
CIH1,1,67,40.114,42.0,42.0,42.0,100000
CIH1,1,68,40.092,42.0,42.0,42.0,100000
CIH1,1,69,40.075,42.0,42.0,42.0,100000
CIH1,1,70,39.766,42.0,42.0,42.0,100000
CIH1,1,71,39.518,42.0,42.0,42.0,100000
CIH1,1,72,39.646,42.0,42.0,42.0,100000
CIH1,1,73,39.59,42.0,42.0,42.0,100000
CIH1,1,74,39.651,42.0,42.0,42.0,100000
CIH1,1,75,39.76,42.0,42.0,42.0,100000
CIH1,1,76,38.926,37.0,42.0,42.0,100000
CIH1,1,77,39.564,42.0,42.0,42.0,100000
CIH1,1,78,39.681,42.0,42.0,42.0,100000
CIH1,1,79,39.921,42.0,42.0,42.0,100000
CIH1,1,80,39.651,42.0,42.0,42.0,100000
CIH1,1,81,39.73,42.0,42.0,42.0,100000
CIH1,1,82,39.881,42.0,42.0,42.0,100000
CIH1,1,83,39.84,42.0,42.0,42.0,100000
CIH1,1,84,39.952,42.0,42.0,42.0,100000
CIH1,1,85,40.013,42.0,42.0,42.0,100000
CIH1,1,86,40.129,42.0,42.0,42.0,100000
CIH1,1,87,39.902,42.0,42.0,42.0,100000
CIH1,1,88,39.394,42.0,42.0,42.0,100000
CIH1,1,89,39.801,42.0,42.0,42.0,100000
CIH1,1,90,39.757,42.0,42.0,42.0,100000
CIH1,1,91,39.872,42.0,42.0,42.0,100000
CIH1,1,92,39.775,42.0,42.0,42.0,100000
CIH1,1,93,39.731,42.0,42.0,42.0,100000
CIH1,1,94,39.912,42.0,42.0,42.0,100000
CIH1,1,95,39.673,42.0,42.0,42.0,100000
CIH1,1,96,39.909,42.0,42.0,42.0,100000
CIH1,1,97,39.691,42.0,42.0,42.0,100000
CIH1,1,98,39.453,42.0,42.0,42.0,100000
CIH1,1,99,39.293,42.0,42.0,42.0,100000
CIH1,1,100,39.635,42.0,42.0,42.0,100000
CIH1,1,101,39.607,42.0,42.0,42.0,100000
CIH1,1,102,39.731,42.0,42.0,42.0,100000
CIH1,1,103,39.565,42.0,42.0,42.0,100000
CIH1,1,104,39.517,42.0,42.0,42.0,100000
CIH1,1,105,39.729,42.0,42.0,42.0,100000
CIH1,1,106,39.841,42.0,42.0,42.0,100000
CIH1,1,107,39.56,42.0,42.0,42.0,100000
CIH1,1,108,39.572,42.0,42.0,42.0,100000
CIH1,1,109,39.791,42.0,42.0,42.0,100000
CIH1,1,110,39.779,42.0,42.0,42.0,100000
CIH1,1,111,39.819,42.0,42.0,42.0,100000
CIH1,1,112,39.049,42.0,42.0,42.0,100000
CIH1,1,113,39.593,42.0,42.0,42.0,100000
CIH1,1,114,39.705,42.0,42.0,42.0,100000
CIH1,1,115,39.513,42.0,42.0,42.0,100000
CIH1,1,116,39.177,42.0,42.0,42.0,100000
CIH1,1,117,39.345,42.0,42.0,42.0,100000
CIH1,1,118,39.523,42.0,42.0,42.0,100000
CIH1,1,119,39.638,42.0,42.0,42.0,100000
CIH1,1,120,39.373,42.0,42.0,42.0,100000
CIH1,1,121,39.37,42.0,42.0,42.0,100000
CIH1,1,122,39.438,42.0,42.0,42.0,100000
CIH1,1,123,39.326,42.0,42.0,42.0,100000
