term_id,term_name,gene
FS006,Short-chain dehydrogenase/reductase,1104|06274
FS006,Short-chain dehydrogenase/reductase,1104|06283
FS006,Short-chain dehydrogenase/reductase,1104|06781
FS006,Short-chain dehydrogenase/reductase,1104|06807
FS006,Short-chain dehydrogenase/reductase,1104|06819
FS006,Short-chain dehydrogenase/reductase,1104|06823
FS006,Short-chain dehydrogenase/reductase,1104|06849
FS006,Short-chain dehydrogenase/reductase,1104|07069
FS006,Short-chain dehydrogenase/reductase,1104|07422
FS006,Short-chain dehydrogenase/reductase,1104|07469
FS006,Short-chain dehydrogenase/reductase,1104|07596
FS006,Short-chain dehydrogenase/reductase,1104|07625
FS006,Short-chain dehydrogenase/reductase,1104|07626
FS006,Short-chain dehydrogenase/reductase,1104|07899
FS006,Short-chain dehydrogenase/reductase,1104|07907
FS006,Short-chain dehydrogenase/reductase,1104|07917
FS006,Short-chain dehydrogenase/reductase,1104|07966
FS006,Short-chain dehydrogenase/reductase,1104|08088
FS006,Short-chain dehydrogenase/reductase,1104|08090
FS006,Short-chain dehydrogenase/reductase,1104|08092
FS006,Short-chain dehydrogenase/reductase,1104|08132
FS006,Short-chain dehydrogenase/reductase,1104|08189
FS006,Short-chain dehydrogenase/reductase,1104|08307
FS006,Short-chain dehydrogenase/reductase,1104|08363
FS006,Short-chain dehydrogenase/reductase,1104|08437
FS006,Short-chain dehydrogenase/reductase,1104|08587
FS006,Short-chain dehydrogenase/reductase,1104|08854
FS006,Short-chain dehydrogenase/reductase,1104|08885
FS006,Short-chain dehydrogenase/reductase,1104|08994
FS006,Short-chain dehydrogenase/reductase,1104|09170
FS006,Short-chain dehydrogenase/reductase,1104|09409
FS006,Short-chain dehydrogenase/reductase,1104|09490
FS006,Short-chain dehydrogenase/reductase,1104|09778
FS006,Short-chain dehydrogenase/reductase,1104|09839
FS006,Short-chain dehydrogenase/reductase,1104|10191
FS006,Short-chain dehydrogenase/reductase,1104|10217
FS006,Short-chain dehydrogenase/reductase,1104|10218
FS006,Short-chain dehydrogenase/reductase,1104|10327
FS006,Short-chain dehydrogenase/reductase,1104|10764
FS006,Short-chain dehydrogenase/reductase,1104|10799
FS006,Short-chain dehydrogenase/reductase,1104|10831
FS006,Short-chain dehydrogenase/reductase,1104|10837
FS006,Short-chain dehydrogenase/reductase,1104|10866
FS006,Short-chain dehydrogenase/reductase,1104|10956
FS006,Short-chain dehydrogenase/reductase,1104|10988
FS006,Short-chain dehydrogenase/reductase,1104|10994
FS006,Short-chain dehydrogenase/reductase,1104|11118
FS006,Short-chain dehydrogenase/reductase,1104|11138
FS006,Short-chain dehydrogenase/reductase,1104|11366
FS006,Short-chain dehydrogenase/reductase,1104|11367
FS006,Short-chain dehydrogenase/reductase,1104|11407
FS006,Short-chain dehydrogenase/reductase,1104|11481
FS006,Short-chain dehydrogenase/reductase,1104|11497
FS006,Short-chain dehydrogenase/reductase,1104|11593
FS006,Short-chain dehydrogenase/reductase,1104|11769
FS006,Short-chain dehydrogenase/reductase,1104|11776
FS006,Short-chain dehydrogenase/reductase,1104|11791
FS006,Short-chain dehydrogenase/reductase,1104|11826
FS006,Short-chain dehydrogenase/reductase,1104|11893
FS006,Short-chain dehydrogenase/reductase,1104|11972
FS006,Short-chain dehydrogenase/reductase,1104|12007
FS006,Short-chain dehydrogenase/reductase,1104|12343
FS006,Short-chain dehydrogenase/reductase,1104|12394
FS006,Short-chain dehydrogenase/reductase,1104|12493
FS006,Short-chain dehydrogenase/reductase,1104|12558
FS006,Short-chain dehydrogenase/reductase,1104|12730
FS006,Short-chain dehydrogenase/reductase,1104|12831
FS006,Short-chain dehydrogenase/reductase,1104|12956
FS006,Short-chain dehydrogenase/reductase,1104|13050
FS006,Short-chain dehydrogenase/reductase,1104|13095
FS006,Short-chain dehydrogenase/reductase,1104|13144
FS006,Short-chain dehydrogenase/reductase,1104|13254
FS006,Short-chain dehydrogenase/reductase,1104|13506
FS006,Short-chain dehydrogenase/reductase,1104|13777
FS006,Short-chain dehydrogenase/reductase,1104|13940
FS006,Short-chain dehydrogenase/reductase,1104|14394
FS006,Short-chain dehydrogenase/reductase,1104|14622
FS006,Short-chain dehydrogenase/reductase,1104|14683
FS006,Short-chain dehydrogenase/reductase,1104|14689
FS006,Short-chain dehydrogenase/reductase,1104|14720
FS006,Short-chain dehydrogenase/reductase,1104|14773
FS006,Short-chain dehydrogenase/reductase,1104|14960
FS006,Short-chain dehydrogenase/reductase,1104|15085
FS006,Short-chain dehydrogenase/reductase,1104|15097
FS006,Short-chain dehydrogenase/reductase,1104|15122
FS006,Short-chain dehydrogenase/reductase,1104|15182
FS006,Short-chain dehydrogenase/reductase,1104|15319
FS006,Short-chain dehydrogenase/reductase,1104|15332
FS006,Short-chain dehydrogenase/reductase,1104|15450
FS006,Short-chain dehydrogenase/reductase,1104|15556
FS006,Short-chain dehydrogenase/reductase,1104|15927
FS006,Short-chain dehydrogenase/reductase,1104|16030
FS006,Short-chain dehydrogenase/reductase,1104|16046
FS006,Short-chain dehydrogenase/reductase,1104|16144
FS006,Short-chain dehydrogenase/reductase,1104|16412
FS006,Short-chain dehydrogenase/reductase,1104|16471
FS006,Short-chain dehydrogenase/reductase,1104|16509
FS006,Short-chain dehydrogenase/reductase,1104|16609
FS006,Short-chain dehydrogenase/reductase,1104|16656
FS006,Short-chain dehydrogenase/reductase,1104|16658
FS006,Short-chain dehydrogenase/reductase,1104|16794
FS006,Short-chain dehydrogenase/reductase,1104|16883
FS006,Short-chain dehydrogenase/reductase,1104|16920
FS006,Short-chain dehydrogenase/reductase,1104|16934
FS006,Short-chain dehydrogenase/reductase,1104|16951
FS006,Short-chain dehydrogenase/reductase,1104|17299
FS006,Short-chain dehydrogenase/reductase,1104|17309
FS006,Short-chain dehydrogenase/reductase,1104|17448
FS006,Short-chain dehydrogenase/reductase,1104|17521
FS006,Short-chain dehydrogenase/reductase,1104|17619
FS006,Short-chain dehydrogenase/reductase,1104|17658
FS006,Short-chain dehydrogenase/reductase,1104|17667
FS006,Short-chain dehydrogenase/reductase,1104|17751
FS007,Oxidoreductase (general),1104|00055
FS007,Oxidoreductase (general),1104|00100
FS007,Oxidoreductase (general),1104|00177
FS007,Oxidoreductase (general),1104|00190
FS007,Oxidoreductase (general),1104|00267
FS007,Oxidoreductase (general),1104|00426
FS007,Oxidoreductase (general),1104|00434
FS007,Oxidoreductase (general),1104|00488
FS007,Oxidoreductase (general),1104|00592
FS007,Oxidoreductase (general),1104|00674
FS007,Oxidoreductase (general),1104|00687
FS007,Oxidoreductase (general),1104|00699
FS007,Oxidoreductase (general),1104|00714
FS007,Oxidoreductase (general),1104|00755
FS007,Oxidoreductase (general),1104|01020
FS007,Oxidoreductase (general),1104|01024
FS007,Oxidoreductase (general),1104|01095
FS007,Oxidoreductase (general),1104|01106
FS007,Oxidoreductase (general),1104|01167
FS007,Oxidoreductase (general),1104|01348
FS007,Oxidoreductase (general),1104|01357
FS007,Oxidoreductase (general),1104|01364
FS007,Oxidoreductase (general),1104|01369
FS007,Oxidoreductase (general),1104|01435
FS007,Oxidoreductase (general),1104|01554
FS007,Oxidoreductase (general),1104|01809
FS007,Oxidoreductase (general),1104|01866
FS007,Oxidoreductase (general),1104|01935
FS007,Oxidoreductase (general),1104|02031
FS007,Oxidoreductase (general),1104|02081
FS007,Oxidoreductase (general),1104|02210
FS007,Oxidoreductase (general),1104|02377
FS007,Oxidoreductase (general),1104|02405
FS007,Oxidoreductase (general),1104|02500
FS007,Oxidoreductase (general),1104|02566
FS007,Oxidoreductase (general),1104|02599
FS007,Oxidoreductase (general),1104|02652
FS007,Oxidoreductase (general),1104|02816
FS007,Oxidoreductase (general),1104|02882
FS007,Oxidoreductase (general),1104|02891
FS007,Oxidoreductase (general),1104|02981
FS007,Oxidoreductase (general),1104|03205
FS007,Oxidoreductase (general),1104|03255
FS007,Oxidoreductase (general),1104|03325
FS007,Oxidoreductase (general),1104|03349
FS007,Oxidoreductase (general),1104|03367
FS007,Oxidoreductase (general),1104|03516
FS007,Oxidoreductase (general),1104|03568
FS007,Oxidoreductase (general),1104|03570
FS007,Oxidoreductase (general),1104|03730
FS007,Oxidoreductase (general),1104|03794
FS007,Oxidoreductase (general),1104|03797
FS007,Oxidoreductase (general),1104|03882
FS007,Oxidoreductase (general),1104|03985
FS007,Oxidoreductase (general),1104|04209
FS007,Oxidoreductase (general),1104|04377
FS007,Oxidoreductase (general),1104|04400
FS007,Oxidoreductase (general),1104|04464
FS007,Oxidoreductase (general),1104|04618
FS007,Oxidoreductase (general),1104|04674
FS007,Oxidoreductase (general),1104|04709
FS007,Oxidoreductase (general),1104|04739
FS007,Oxidoreductase (general),1104|04792
FS007,Oxidoreductase (general),1104|04809
FS007,Oxidoreductase (general),1104|04848
FS007,Oxidoreductase (general),1104|04908
FS007,Oxidoreductase (general),1104|05066
FS007,Oxidoreductase (general),1104|05127
FS007,Oxidoreductase (general),1104|05196
FS007,Oxidoreductase (general),1104|05199
FS007,Oxidoreductase (general),1104|05210
FS007,Oxidoreductase (general),1104|05211
FS007,Oxidoreductase (general),1104|05218
FS007,Oxidoreductase (general),1104|05416
FS007,Oxidoreductase (general),1104|05420
FS007,Oxidoreductase (general),1104|05501
FS007,Oxidoreductase (general),1104|05547
FS007,Oxidoreductase (general),1104|05691
FS007,Oxidoreductase (general),1104|05709
FS007,Oxidoreductase (general),1104|05765
FS007,Oxidoreductase (general),1104|05832
FS007,Oxidoreductase (general),1104|05867
FS007,Oxidoreductase (general),1104|05878
FS007,Oxidoreductase (general),1104|06031
FS007,Oxidoreductase (general),1104|06069
FS007,Oxidoreductase (general),1104|06104
FS007,Oxidoreductase (general),1104|06121
FS007,Oxidoreductase (general),1104|06228
FS007,Oxidoreductase (general),1104|06466
FS007,Oxidoreductase (general),1104|06513
FS007,Oxidoreductase (general),1104|06544
FS007,Oxidoreductase (general),1104|06555
FS007,Oxidoreductase (general),1104|06574
FS007,Oxidoreductase (general),1104|06849
FS007,Oxidoreductase (general),1104|06853
FS007,Oxidoreductase (general),1104|06888
FS007,Oxidoreductase (general),1104|06909
FS007,Oxidoreductase (general),1104|06941
FS007,Oxidoreductase (general),1104|06956
FS007,Oxidoreductase (general),1104|07498
FS007,Oxidoreductase (general),1104|07518
FS007,Oxidoreductase (general),1104|07530
FS007,Oxidoreductase (general),1104|07698
FS007,Oxidoreductase (general),1104|07699
FS007,Oxidoreductase (general),1104|07780
FS007,Oxidoreductase (general),1104|08052
FS007,Oxidoreductase (general),1104|08147
FS007,Oxidoreductase (general),1104|08250
FS007,Oxidoreductase (general),1104|08383
FS007,Oxidoreductase (general),1104|08454
FS007,Oxidoreductase (general),1104|08523
FS007,Oxidoreductase (general),1104|08538
FS007,Oxidoreductase (general),1104|08742
FS007,Oxidoreductase (general),1104|08951
FS007,Oxidoreductase (general),1104|09014
FS007,Oxidoreductase (general),1104|09297
FS007,Oxidoreductase (general),1104|09377
FS007,Oxidoreductase (general),1104|09567
FS007,Oxidoreductase (general),1104|09715
FS007,Oxidoreductase (general),1104|09748
FS007,Oxidoreductase (general),1104|10056
FS007,Oxidoreductase (general),1104|10059
FS007,Oxidoreductase (general),1104|10128
FS007,Oxidoreductase (general),1104|10332
FS007,Oxidoreductase (general),1104|10339
FS007,Oxidoreductase (general),1104|10445
FS007,Oxidoreductase (general),1104|10600
FS007,Oxidoreductase (general),1104|10642
FS007,Oxidoreductase (general),1104|10761
FS007,Oxidoreductase (general),1104|10866
FS007,Oxidoreductase (general),1104|11010
FS007,Oxidoreductase (general),1104|11045
FS007,Oxidoreductase (general),1104|11066
FS007,Oxidoreductase (general),1104|11153
FS007,Oxidoreductase (general),1104|11158
FS007,Oxidoreductase (general),1104|11175
FS007,Oxidoreductase (general),1104|11226
FS007,Oxidoreductase (general),1104|11300
FS007,Oxidoreductase (general),1104|11317
FS007,Oxidoreductase (general),1104|11465
FS007,Oxidoreductase (general),1104|11484
FS007,Oxidoreductase (general),1104|11530
FS007,Oxidoreductase (general),1104|11534
FS007,Oxidoreductase (general),1104|11834
FS007,Oxidoreductase (general),1104|11846
FS007,Oxidoreductase (general),1104|11938
FS007,Oxidoreductase (general),1104|11958
FS007,Oxidoreductase (general),1104|12181
FS007,Oxidoreductase (general),1104|12422
FS007,Oxidoreductase (general),1104|12729
FS007,Oxidoreductase (general),1104|12886
FS007,Oxidoreductase (general),1104|12892
FS007,Oxidoreductase (general),1104|13050
FS007,Oxidoreductase (general),1104|13306
FS007,Oxidoreductase (general),1104|13712
FS007,Oxidoreductase (general),1104|13807
FS007,Oxidoreductase (general),1104|14120
FS007,Oxidoreductase (general),1104|14124
FS007,Oxidoreductase (general),1104|14180
FS007,Oxidoreductase (general),1104|14210
FS007,Oxidoreductase (general),1104|14316
FS007,Oxidoreductase (general),1104|14318
FS007,Oxidoreductase (general),1104|14335
FS007,Oxidoreductase (general),1104|14521
FS007,Oxidoreductase (general),1104|14545
FS007,Oxidoreductase (general),1104|14636
FS007,Oxidoreductase (general),1104|14680
FS007,Oxidoreductase (general),1104|14706
FS007,Oxidoreductase (general),1104|14771
FS007,Oxidoreductase (general),1104|14802
FS007,Oxidoreductase (general),1104|14872
FS007,Oxidoreductase (general),1104|14880
FS007,Oxidoreductase (general),1104|15104
FS007,Oxidoreductase (general),1104|15125
FS007,Oxidoreductase (general),1104|15297
FS007,Oxidoreductase (general),1104|15674
FS007,Oxidoreductase (general),1104|15777
FS007,Oxidoreductase (general),1104|16008
FS007,Oxidoreductase (general),1104|16027
FS007,Oxidoreductase (general),1104|16283
FS007,Oxidoreductase (general),1104|16375
FS007,Oxidoreductase (general),1104|16433
FS007,Oxidoreductase (general),1104|16439
FS007,Oxidoreductase (general),1104|16447
FS007,Oxidoreductase (general),1104|16450
FS007,Oxidoreductase (general),1104|16532
FS007,Oxidoreductase (general),1104|16707
FS007,Oxidoreductase (general),1104|16776
FS007,Oxidoreductase (general),1104|16937
FS007,Oxidoreductase (general),1104|16946
FS007,Oxidoreductase (general),1104|17022
FS007,Oxidoreductase (general),1104|17056
FS007,Oxidoreductase (general),1104|17069
FS007,Oxidoreductase (general),1104|17132
FS007,Oxidoreductase (general),1104|17141
FS007,Oxidoreductase (general),1104|17171
FS007,Oxidoreductase (general),1104|17212
FS007,Oxidoreductase (general),1104|17301
FS007,Oxidoreductase (general),1104|17324
FS007,Oxidoreductase (general),1104|17425
FS007,Oxidoreductase (general),1104|17537
FS007,Oxidoreductase (general),1104|17569
FS007,Oxidoreductase (general),1104|17614
FS008,Monooxygenase / dioxygenase,1104|00068
FS008,Monooxygenase / dioxygenase,1104|00147
FS008,Monooxygenase / dioxygenase,1104|00168
FS008,Monooxygenase / dioxygenase,1104|00325
FS008,Monooxygenase / dioxygenase,1104|00384
FS008,Monooxygenase / dioxygenase,1104|00458
FS008,Monooxygenase / dioxygenase,1104|00545
FS008,Monooxygenase / dioxygenase,1104|00550
FS008,Monooxygenase / dioxygenase,1104|00571
FS008,Monooxygenase / dioxygenase,1104|00950
FS008,Monooxygenase / dioxygenase,1104|00996
FS008,Monooxygenase / dioxygenase,1104|01007
FS008,Monooxygenase / dioxygenase,1104|01110
FS008,Monooxygenase / dioxygenase,1104|01173
FS008,Monooxygenase / dioxygenase,1104|01268
FS008,Monooxygenase / dioxygenase,1104|01271
FS008,Monooxygenase / dioxygenase,1104|01345
FS008,Monooxygenase / dioxygenase,1104|01366
FS008,Monooxygenase / dioxygenase,1104|01373
FS008,Monooxygenase / dioxygenase,1104|01400
FS008,Monooxygenase / dioxygenase,1104|01418
FS008,Monooxygenase / dioxygenase,1104|01478
FS008,Monooxygenase / dioxygenase,1104|01479
FS008,Monooxygenase / dioxygenase,1104|01497
FS008,Monooxygenase / dioxygenase,1104|01572
FS008,Monooxygenase / dioxygenase,1104|01620
FS008,Monooxygenase / dioxygenase,1104|01789
FS008,Monooxygenase / dioxygenase,1104|01812
FS008,Monooxygenase / dioxygenase,1104|01853
FS008,Monooxygenase / dioxygenase,1104|01882
FS008,Monooxygenase / dioxygenase,1104|01896
FS008,Monooxygenase / dioxygenase,1104|01975
FS008,Monooxygenase / dioxygenase,1104|02032
FS008,Monooxygenase / dioxygenase,1104|02066
FS008,Monooxygenase / dioxygenase,1104|02080
FS008,Monooxygenase / dioxygenase,1104|02213
FS008,Monooxygenase / dioxygenase,1104|02273
FS008,Monooxygenase / dioxygenase,1104|02388
FS008,Monooxygenase / dioxygenase,1104|02529
FS008,Monooxygenase / dioxygenase,1104|02564
FS008,Monooxygenase / dioxygenase,1104|02612
FS008,Monooxygenase / dioxygenase,1104|02715
FS008,Monooxygenase / dioxygenase,1104|02719
FS008,Monooxygenase / dioxygenase,1104|02841
FS008,Monooxygenase / dioxygenase,1104|02867
FS008,Monooxygenase / dioxygenase,1104|02893
FS008,Monooxygenase / dioxygenase,1104|03137
FS008,Monooxygenase / dioxygenase,1104|03171
FS008,Monooxygenase / dioxygenase,1104|03200
FS008,Monooxygenase / dioxygenase,1104|03276
FS008,Monooxygenase / dioxygenase,1104|03335
FS008,Monooxygenase / dioxygenase,1104|03355
FS008,Monooxygenase / dioxygenase,1104|03385
FS008,Monooxygenase / dioxygenase,1104|03397
FS008,Monooxygenase / dioxygenase,1104|03477
FS008,Monooxygenase / dioxygenase,1104|03539
FS008,Monooxygenase / dioxygenase,1104|03655
FS008,Monooxygenase / dioxygenase,1104|03819
FS008,Monooxygenase / dioxygenase,1104|03820
FS008,Monooxygenase / dioxygenase,1104|03845
FS008,Monooxygenase / dioxygenase,1104|03847
FS008,Monooxygenase / dioxygenase,1104|03867
FS008,Monooxygenase / dioxygenase,1104|03936
FS008,Monooxygenase / dioxygenase,1104|04045
FS008,Monooxygenase / dioxygenase,1104|04046
FS008,Monooxygenase / dioxygenase,1104|04124
FS008,Monooxygenase / dioxygenase,1104|04188
FS008,Monooxygenase / dioxygenase,1104|04249
FS008,Monooxygenase / dioxygenase,1104|04292
FS008,Monooxygenase / dioxygenase,1104|04298
FS008,Monooxygenase / dioxygenase,1104|04307
FS008,Monooxygenase / dioxygenase,1104|04329
FS008,Monooxygenase / dioxygenase,1104|04408
FS008,Monooxygenase / dioxygenase,1104|04688
FS008,Monooxygenase / dioxygenase,1104|04805
FS008,Monooxygenase / dioxygenase,1104|04819
FS008,Monooxygenase / dioxygenase,1104|04834
FS008,Monooxygenase / dioxygenase,1104|04857
FS008,Monooxygenase / dioxygenase,1104|04883
FS008,Monooxygenase / dioxygenase,1104|04904
FS008,Monooxygenase / dioxygenase,1104|04960
FS008,Monooxygenase / dioxygenase,1104|05036
FS008,Monooxygenase / dioxygenase,1104|05062
FS008,Monooxygenase / dioxygenase,1104|05073
FS008,Monooxygenase / dioxygenase,1104|05125
FS008,Monooxygenase / dioxygenase,1104|05161
FS008,Monooxygenase / dioxygenase,1104|05180
FS008,Monooxygenase / dioxygenase,1104|05207
FS008,Monooxygenase / dioxygenase,1104|05238
FS008,Monooxygenase / dioxygenase,1104|05254
FS008,Monooxygenase / dioxygenase,1104|05266
FS008,Monooxygenase / dioxygenase,1104|05279
FS008,Monooxygenase / dioxygenase,1104|05358
FS008,Monooxygenase / dioxygenase,1104|05429
FS008,Monooxygenase / dioxygenase,1104|05467
FS008,Monooxygenase / dioxygenase,1104|05630
FS008,Monooxygenase / dioxygenase,1104|05737
FS008,Monooxygenase / dioxygenase,1104|05738
FS008,Monooxygenase / dioxygenase,1104|06003
FS008,Monooxygenase / dioxygenase,1104|06011
FS008,Monooxygenase / dioxygenase,1104|06260
FS008,Monooxygenase / dioxygenase,1104|06443
FS008,Monooxygenase / dioxygenase,1104|06639
FS008,Monooxygenase / dioxygenase,1104|06646
FS008,Monooxygenase / dioxygenase,1104|06743
FS008,Monooxygenase / dioxygenase,1104|06746
FS008,Monooxygenase / dioxygenase,1104|06759
FS008,Monooxygenase / dioxygenase,1104|06820
FS008,Monooxygenase / dioxygenase,1104|06899
FS008,Monooxygenase / dioxygenase,1104|06920
FS008,Monooxygenase / dioxygenase,1104|06921
FS008,Monooxygenase / dioxygenase,1104|06954
FS008,Monooxygenase / dioxygenase,1104|07034
FS008,Monooxygenase / dioxygenase,1104|07183
FS008,Monooxygenase / dioxygenase,1104|07238
FS008,Monooxygenase / dioxygenase,1104|07249
FS008,Monooxygenase / dioxygenase,1104|07251
FS008,Monooxygenase / dioxygenase,1104|07306
FS008,Monooxygenase / dioxygenase,1104|07511
FS008,Monooxygenase / dioxygenase,1104|07573
FS008,Monooxygenase / dioxygenase,1104|07761
FS008,Monooxygenase / dioxygenase,1104|07935
FS008,Monooxygenase / dioxygenase,1104|07971
FS008,Monooxygenase / dioxygenase,1104|07994
FS008,Monooxygenase / dioxygenase,1104|08071
FS008,Monooxygenase / dioxygenase,1104|08120
FS008,Monooxygenase / dioxygenase,1104|08161
FS008,Monooxygenase / dioxygenase,1104|08162
FS008,Monooxygenase / dioxygenase,1104|08170
FS008,Monooxygenase / dioxygenase,1104|08209
FS008,Monooxygenase / dioxygenase,1104|08266
FS008,Monooxygenase / dioxygenase,1104|08274
FS008,Monooxygenase / dioxygenase,1104|08337
FS008,Monooxygenase / dioxygenase,1104|08346
FS008,Monooxygenase / dioxygenase,1104|08350
FS008,Monooxygenase / dioxygenase,1104|08466
FS008,Monooxygenase / dioxygenase,1104|08532
FS008,Monooxygenase / dioxygenase,1104|08618
FS008,Monooxygenase / dioxygenase,1104|08669
FS008,Monooxygenase / dioxygenase,1104|08672
FS008,Monooxygenase / dioxygenase,1104|08703
FS008,Monooxygenase / dioxygenase,1104|08741
FS008,Monooxygenase / dioxygenase,1104|08820
FS008,Monooxygenase / dioxygenase,1104|08997
FS008,Monooxygenase / dioxygenase,1104|09073
FS008,Monooxygenase / dioxygenase,1104|09300
FS008,Monooxygenase / dioxygenase,1104|09856
FS008,Monooxygenase / dioxygenase,1104|09908
FS008,Monooxygenase / dioxygenase,1104|10246
FS008,Monooxygenase / dioxygenase,1104|10377
FS008,Monooxygenase / dioxygenase,1104|10401
FS008,Monooxygenase / dioxygenase,1104|10553
FS008,Monooxygenase / dioxygenase,1104|10622
FS008,Monooxygenase / dioxygenase,1104|10637
FS008,Monooxygenase / dioxygenase,1104|10709
FS008,Monooxygenase / dioxygenase,1104|10757
FS008,Monooxygenase / dioxygenase,1104|10922
FS008,Monooxygenase / dioxygenase,1104|10925
FS008,Monooxygenase / dioxygenase,1104|10957
FS008,Monooxygenase / dioxygenase,1104|11002
FS008,Monooxygenase / dioxygenase,1104|11009
FS008,Monooxygenase / dioxygenase,1104|11083
FS008,Monooxygenase / dioxygenase,1104|11098
FS008,Monooxygenase / dioxygenase,1104|11111
FS008,Monooxygenase / dioxygenase,1104|11120
FS008,Monooxygenase / dioxygenase,1104|11137
FS008,Monooxygenase / dioxygenase,1104|11193
FS008,Monooxygenase / dioxygenase,1104|11200
FS008,Monooxygenase / dioxygenase,1104|11212
FS008,Monooxygenase / dioxygenase,1104|11213
FS008,Monooxygenase / dioxygenase,1104|11626
FS008,Monooxygenase / dioxygenase,1104|11762
FS008,Monooxygenase / dioxygenase,1104|12035
FS008,Monooxygenase / dioxygenase,1104|12088
FS008,Monooxygenase / dioxygenase,1104|12234
FS008,Monooxygenase / dioxygenase,1104|12259
FS008,Monooxygenase / dioxygenase,1104|12332
FS008,Monooxygenase / dioxygenase,1104|12345
FS008,Monooxygenase / dioxygenase,1104|12473
FS008,Monooxygenase / dioxygenase,1104|12637
FS008,Monooxygenase / dioxygenase,1104|12652
FS008,Monooxygenase / dioxygenase,1104|12727
FS008,Monooxygenase / dioxygenase,1104|12775
FS008,Monooxygenase / dioxygenase,1104|12814
FS008,Monooxygenase / dioxygenase,1104|12842
FS008,Monooxygenase / dioxygenase,1104|12844
FS008,Monooxygenase / dioxygenase,1104|12852
FS008,Monooxygenase / dioxygenase,1104|12866
FS008,Monooxygenase / dioxygenase,1104|12888
FS008,Monooxygenase / dioxygenase,1104|13046
FS008,Monooxygenase / dioxygenase,1104|13135
FS008,Monooxygenase / dioxygenase,1104|13348
FS008,Monooxygenase / dioxygenase,1104|13455
FS008,Monooxygenase / dioxygenase,1104|13465
FS008,Monooxygenase / dioxygenase,1104|13750
FS008,Monooxygenase / dioxygenase,1104|13794
FS008,Monooxygenase / dioxygenase,1104|13811
FS008,Monooxygenase / dioxygenase,1104|13945
FS008,Monooxygenase / dioxygenase,1104|14041
FS008,Monooxygenase / dioxygenase,1104|14072
FS008,Monooxygenase / dioxygenase,1104|14181
FS008,Monooxygenase / dioxygenase,1104|14218
FS008,Monooxygenase / dioxygenase,1104|14242
FS008,Monooxygenase / dioxygenase,1104|14332
FS008,Monooxygenase / dioxygenase,1104|14392
FS008,Monooxygenase / dioxygenase,1104|14567
FS008,Monooxygenase / dioxygenase,1104|14613
FS008,Monooxygenase / dioxygenase,1104|14759
FS008,Monooxygenase / dioxygenase,1104|14882
FS008,Monooxygenase / dioxygenase,1104|14894
FS008,Monooxygenase / dioxygenase,1104|15004
FS008,Monooxygenase / dioxygenase,1104|15045
FS008,Monooxygenase / dioxygenase,1104|15064
FS008,Monooxygenase / dioxygenase,1104|15076
FS008,Monooxygenase / dioxygenase,1104|15082
FS008,Monooxygenase / dioxygenase,1104|15121
FS008,Monooxygenase / dioxygenase,1104|15295
FS008,Monooxygenase / dioxygenase,1104|15300
FS008,Monooxygenase / dioxygenase,1104|15313
FS008,Monooxygenase / dioxygenase,1104|15318
FS008,Monooxygenase / dioxygenase,1104|15454
FS008,Monooxygenase / dioxygenase,1104|15716
FS008,Monooxygenase / dioxygenase,1104|15736
FS008,Monooxygenase / dioxygenase,1104|15797
FS008,Monooxygenase / dioxygenase,1104|15980
FS008,Monooxygenase / dioxygenase,1104|16082
FS008,Monooxygenase / dioxygenase,1104|16094
FS008,Monooxygenase / dioxygenase,1104|16110
FS008,Monooxygenase / dioxygenase,1104|16118
FS008,Monooxygenase / dioxygenase,1104|16140
FS008,Monooxygenase / dioxygenase,1104|16145
FS008,Monooxygenase / dioxygenase,1104|16192
FS008,Monooxygenase / dioxygenase,1104|16237
FS008,Monooxygenase / dioxygenase,1104|16291
FS008,Monooxygenase / dioxygenase,1104|16296
FS008,Monooxygenase / dioxygenase,1104|16351
FS008,Monooxygenase / dioxygenase,1104|16368
FS008,Monooxygenase / dioxygenase,1104|16415
FS008,Monooxygenase / dioxygenase,1104|16478
FS008,Monooxygenase / dioxygenase,1104|16567
FS008,Monooxygenase / dioxygenase,1104|16585
FS008,Monooxygenase / dioxygenase,1104|16590
FS008,Monooxygenase / dioxygenase,1104|16619
FS008,Monooxygenase / dioxygenase,1104|16685
FS008,Monooxygenase / dioxygenase,1104|16886
FS008,Monooxygenase / dioxygenase,1104|16919
FS008,Monooxygenase / dioxygenase,1104|16991
FS008,Monooxygenase / dioxygenase,1104|17197
FS008,Monooxygenase / dioxygenase,1104|17257
FS008,Monooxygenase / dioxygenase,1104|17283
FS008,Monooxygenase / dioxygenase,1104|17307
FS008,Monooxygenase / dioxygenase,1104|17319
FS008,Monooxygenase / dioxygenase,1104|17321
FS008,Monooxygenase / dioxygenase,1104|17440
FS008,Monooxygenase / dioxygenase,1104|17441
FS008,Monooxygenase / dioxygenase,1104|17538
FS008,Monooxygenase / dioxygenase,1104|17555
FS008,Monooxygenase / dioxygenase,1104|17642
FS008,Monooxygenase / dioxygenase,1104|17656
FS008,Monooxygenase / dioxygenase,1104|17719
FS008,Monooxygenase / dioxygenase,1104|17796
FS009,Peroxidase / catalase,1104|00052
FS009,Peroxidase / catalase,1104|00443
FS009,Peroxidase / catalase,1104|01937
FS009,Peroxidase / catalase,1104|01961
FS009,Peroxidase / catalase,1104|02074
FS009,Peroxidase / catalase,1104|02248
FS009,Peroxidase / catalase,1104|02438
